fiscal_year,SOAL,_FREQ_
1112,E01000784,434
1112,E01000785,541
1112,E01000786,397
1112,E01000787,550
1112,E01000788,515
1112,E01000789,847
1112,E01000790,724
1112,E01000791,510
1112,E01000792,407
1112,E01000793,380
1112,E01000794,426
1112,E01000795,496
1112,E01000796,717
1112,E01000797,504
1112,E01000798,634
1112,E01000799,672
1112,E01000800,591
1112,E01000801,559
1112,E01000802,562
1112,E01000803,580
1112,E01000804,492
1112,E01000805,660
1112,E01000806,743
1112,E01000807,420
1112,E01000808,425
1112,E01000809,396
1112,E01000810,400
1112,E01000811,342
1112,E01000812,445
1112,E01000813,421
1112,E01000814,322
1112,E01000815,360
1112,E01000816,524
1112,E01000817,706
1112,E01000818,454
1112,E01000819,823
1112,E01000820,592
1112,E01000821,473
1112,E01000822,558
1112,E01000823,446
1112,E01000824,417
1112,E01000825,487
1112,E01000826,452
1112,E01000827,513
1112,E01000828,529
1112,E01000829,544
1112,E01000830,438
1112,E01000831,534
1112,E01000832,449
1112,E01000833,386
1112,E01000834,403
1112,E01000835,554
1112,E01000836,403
1112,E01000837,511
1112,E01000838,447
1112,E01000839,409
1112,E01000840,510
1112,E01000841,455
1112,E01000842,498
1112,E01000843,683
1112,E01000844,504
1112,E01000845,454
1112,E01000846,619
1112,E01000847,701
1112,E01000848,451
1112,E01000849,601
1112,E01000850,586
1112,E01000851,617
1112,E01000852,699
1112,E01000853,751
1112,E01000854,713
1112,E01000855,594
1112,E01000856,763
1112,E01000857,478
1112,E01000858,811
1112,E01000859,371
1112,E01000860,484
1112,E01000861,516
1112,E01000862,571
1112,E01000863,634
1112,E01000864,646
1112,E01000865,426
1112,E01000866,783
1112,E01000867,647
1112,E01000868,669
1112,E01000869,1028
1112,E01000870,722
1112,E01000871,534
1112,E01000872,673
1112,E01000873,479
1112,E01000874,433
1112,E01000875,573
1112,E01000876,777
1112,E01000877,486
1112,E01000878,432
1112,E01000879,452
1112,E01000880,388
1112,E01000881,487
1112,E01000882,402
1112,E01000883,449
1112,E01000884,295
1112,E01000885,426
1112,E01000886,521
1112,E01000887,675
1112,E01000888,657
1112,E01000889,895
1112,E01000890,1092
1112,E01000891,991
1112,E01000892,754
